,Word,RepeatN,WordCharacter,salet Topics,reast Topics,crate Topics,trace Topics,slate Topics,crane Topics,salet Description,reast Description,crate Description,trace Description,slate Description,crane Description,salet Attitude,reast Attitude,crate Attitude,trace Attitude,slate Attitude,crane Attitude
311,maple,0,NN,place,species,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4631398,0.46621624,0.45149443,0.48237583,0.4596588
312,snarl,0,NN,place,place,species,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.46141765,0.4631398,0.4631398,0.4512561,0.46141765,0.4588719
313,baker,0,NN,agent,agent,place,place,place,agent,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4834316,0.4834316,0.46538872,0.4631398,0.47555786
314,there,1,RB,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.42573076,0.4426133,0.44028288,0.42939842,0.4426133,0.43540356
315,glyph,0,VBZ,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.43203363,0.4631398,0.4512561,0.4331106,0.4588719
316,avert,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4359183,0.4359183,0.4359183,0.42549372,0.436542,0.44710255
317,brave,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.48378673,0.4908314,0.4908314,0.47379658,0.5156908,0.49112168
318,axiom,0,JJ,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.46313983,0.46313983,0.46313983,0.4512561,0.46313983,0.4588719
319,prime,0,JJ,agent,agent,place,place,agent,agent,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.48225668,0.4680525,0.4680525,0.4532785,0.48225668,0.48139918
320,drive,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.45216858,0.45607293,0.45607293,0.44326192,0.45216858,0.45539185
321,feast,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.50494504,0.50494504,0.50494504,0.48784915,0.50494504,0.5036567
322,itchy,0,JJ,agent,place,species,species,species,species,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.50750244,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719
323,clean,0,JJ,species,species,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4656243,0.4656243,0.4644867,0.45188904,0.4644867,0.45433113
324,happy,1,JJ,agent,place,species,species,place,species,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4946499,0.4718438,0.4946499,0.48159125,0.4946499,0.484415
325,tepid,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4652315,0.51215017,0.48333958,0.4669017,0.47558454,0.47540236
326,undue,1,JJ,place,agent,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4675989,0.4631398,0.4512561,0.4631398,0.4558691
327,study,0,NN,place,place,species,place,species,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.5152791,0.5152791,0.5152791,0.5021858,0.5152791,0.5067949
328,eject,1,VBP,place,place,species,place,species,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4631398,0.4631398,0.4512561,0.45711562,0.4588719
329,chafe,0,JJ,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.45216036,0.45904738,0.4631398,0.4512561,0.48483622,0.4588719
330,torso,1,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.44165796,0.4631398,0.49085552,0.45086768,0.46222457,0.4588719
331,adore,0,RB,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.44960508,0.484774,0.46161753,0.44626313,0.46401405,0.45523593
332,woken,0,JJ,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4344419,0.46003148,0.45114434,0.43747595,0.4631398,0.4588719
333,amber,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.48926783,0.4834316,0.4834316,0.46538872,0.48926783,0.47555786
334,joust,0,NN,place,place,species,place,species,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.46222457,0.4631398,0.4631398,0.43635345,0.46222457,0.44431078
335,infer,0,NN,place,place,species,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4344419,0.46805245,0.4344419,0.42814162,0.4631398,0.45147642
336,braid,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4631398,0.4631398,0.4512561,0.5011362,0.4588719
337,knock,1,NN,place,place,place,place,species,place,entertainment,sport,entertainment,entertainment,entertainment,entertainment,0.42307147,0.3947957,0.42307147,0.4122989,0.42307147,0.4183769
338,naive,0,JJ,place,species,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4624461,0.44998264,0.4611615,0.44794276,0.44998264,0.43953764
339,apply,1,RB,agent,work,species,species,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4545803,0.4962475,0.4545803,0.440273,0.4545803,0.4485375
340,spoke,0,VBD,agent,agent,place,place,place,agent,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.49520612,0.49520612,0.4631398,0.4512561,0.49520612,0.4588719
341,usual,1,JJ,place,place,species,species,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4524404,0.47232166,0.46432823,0.45211777,0.4616774,0.4563627
342,rival,0,JJ,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.45196524,0.43268177,0.45196524,0.44038484,0.45196524,0.450158
343,probe,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.42172754,0.45484275,0.45484275,0.44183788,0.42172754,0.46374083
344,chord,0,NN,species,species,species,place,species,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4523968,0.4523968,0.4528198,0.44005913,0.4523968,0.44639874
345,taper,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4631398,0.4359183,0.4512561,0.4670873,0.47555786
346,slate,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719
347,third,0,JJ,agent,place,species,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.50584704,0.46395364,0.49151817,0.45086768,0.46395364,0.4568474
348,lunar,0,JJ,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.5054249,0.47708893,0.5054249,0.48929188,0.5054249,0.49975538
349,excel,1,NN,agent,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4965585,0.48494655,0.4884131,0.4694224,0.4627731,0.48100933
350,aorta,1,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.46313983,0.46313983,0.46313983,0.4512561,0.46313983,0.4588719
351,poise,0,NN,place,place,place,place,place,agent,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.50416076,0.50416076,0.5144091,0.49935216,0.50416076,0.50599563
352,extra,0,JJ,place,place,place,place,place,place,entertainment,entertainment,sport,entertainment,entertainment,entertainment,0.44547132,0.44547132,0.41695046,0.4077723,0.4473708,0.45616066
353,judge,0,NN,agent,agent,place,place,place,agent,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.47261986,0.4675989,0.47261986,0.4582185,0.47261986,0.4664809
354,condo,1,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.43203363,0.48263696,0.4221148,0.4631398,0.4588719
355,impel,0,NN,agent,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.47458097,0.46003148,0.45114434,0.43747595,0.43652797,0.4588719
356,havoc,0,NN,place,place,place,species,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719
357,molar,0,NN,place,place,place,place,place,place,entertainment,entertainment,entertainment,entertainment,entertainment,entertainment,0.44819066,0.43897042,0.4631398,0.4512561,0.4631398,0.4588719
358,manly,0,RB,place,place,place,place,place,place,sport,sport,entertainment,entertainment,entertainment,sport,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719
