,Unnamed: 0,salet reductions,salet score,reast reductions,reast score,crate reductions,crate score,trace reductions,trace score,slate reductions,slate score,crane reductions,crane score,word1,word2,word3,word4,word5,RepeatN,WordCharacter,salet Topics,reast Topics,crate Topics,trace Topics,slate Topics,crane Topics,salet Description,reast Description,crate Description,trace Description,slate Description,crane Description,salet Attitude,reast Attitude,crate Attitude,trace Attitude,slate Attitude,crane Attitude,Number of reported results,Number in hard mode,1 Try,2 Tries,3 Tries,4 Tries,5 Tries,6 Tries,Above 6 Tries,cluster
194,194,20,4,9,3,1,2,4,3,4.0,3,9,3,19,16,8,19,4,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0.42635813,0.44599965,0.4476784,0.4451364,0.44599965,0.45377365,42237,3685,0.0,0.04,0.14,0.22,0.22,0.23,0.15,1
195,195,15,3,24,3,18,3,18,3,25.0,3,27,3,0,14,7,8,3,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,39086,3367,0.0,0.06,0.24,0.36,0.23,0.09,0.02,1
196,196,5,3,1,2,1,2,1,2,7.0,3,7,3,19,16,24,18,19,1,7,1,1,0,1,2,1,0,0,0,0,0,0,0.46222457,0.4631398,0.4631398,0.4512561,0.46222457,0.44039848,43099,3665,0.0,0.03,0.26,0.41,0.23,0.06,0.01,1
197,197,32,3,31,4,18,3,18,3,24.0,3,20,3,12,7,3,6,4,0,7,1,1,1,2,2,2,0,0,0,0,0,0,0.4631398,0.4752936,0.4631398,0.4512561,0.4631398,0.4588719,36769,3111,0.0,0.02,0.18,0.39,0.28,0.1,0.02,1
198,198,16,3,21,4,16,3,16,3,27.0,4,25,4,15,13,22,4,17,0,7,1,0,0,1,1,1,0,0,0,0,0,0,0.4292789,0.46262902,0.4292789,0.42360786,0.45985267,0.45608962,39813,3401,0.02,0.06,0.19,0.29,0.24,0.15,0.04,1
199,199,7,3,32,4,21,4,21,4,4.0,3,24,4,4,10,14,15,4,1,7,1,1,0,1,1,0,0,0,0,0,0,0,0.4631398,0.46003148,0.4631398,0.4512561,0.4631398,0.4588719,39228,3339,0.0,0.04,0.22,0.32,0.26,0.13,0.02,1
200,200,36,3,34,3,9,3,4,2,36.0,3,4,2,2,7,13,2,7,1,7,1,1,0,1,2,1,0,0,0,0,0,0,0.4631398,0.43203363,0.48263696,0.4512561,0.4631398,0.4588719,39171,3507,0.0,0.02,0.15,0.24,0.22,0.25,0.13,1
201,201,12,3,10,3,8,3,23,3,8.0,3,36,3,12,13,19,19,14,2,7,0,1,0,1,1,1,0,0,0,0,0,0,0.50750244,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,38384,3285,0.0,0.01,0.11,0.36,0.36,0.14,0.01,1
202,202,6,3,6,3,17,3,23,3,8.0,3,38,4,18,18,14,12,15,0,7,1,1,1,1,2,1,0,0,0,0,0,0,0.4536637,0.4536637,0.4536637,0.44063368,0.4536637,0.49738923,40650,3490,0.0,0.07,0.26,0.32,0.21,0.11,0.02,1
203,203,3,3,5,3,11,3,15,4,8.0,4,18,3,20,14,18,4,19,0,3,2,2,1,2,2,2,1,1,1,1,1,1,0.44569236,0.44569236,0.44569236,0.4419966,0.4294683,0.43934673,37791,3213,0.0,0.05,0.3,0.38,0.2,0.06,0.01,1
204,204,18,3,34,3,30,3,30,3,12.0,3,36,3,1,10,20,5,5,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.45079854,0.4182401,0.45079854,0.4379294,0.44519043,0.44605508,37353,3171,0.0,0.02,0.14,0.42,0.31,0.1,0.01,1
205,205,15,3,8,3,2,2,2,2,8.0,3,1,2,2,16,0,12,15,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.5011362,0.4588719,39250,3369,0.01,0.08,0.26,0.33,0.19,0.1,0.02,1
206,206,4,2,2,2,3,2,2,2,6.0,2,7,3,16,19,0,17,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,36662,3303,0.0,0.05,0.2,0.33,0.27,0.13,0.02,1
207,207,17,3,33,3,9,3,10,3,7.0,3,4,3,2,13,24,11,24,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43203363,0.48263696,0.4221148,0.43203363,0.42487174,34909,3380,0.0,0.0,0.04,0.17,0.28,0.35,0.15,1
208,208,11,2,10,3,8,3,23,3,8.0,3,36,3,23,13,20,19,7,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0.50750244,0.5153285,0.5153285,0.5012701,0.5153285,0.50567627,38381,3327,0.01,0.05,0.17,0.31,0.29,0.15,0.03,1
209,209,32,3,3,2,6,3,6,3,25.0,3,7,3,17,6,24,12,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.45364088,0.4553151,0.45364088,0.44060248,0.45364088,0.44831586,37229,3336,0.0,0.04,0.22,0.39,0.25,0.08,0.01,1
210,210,36,3,37,4,31,3,31,3,36.0,3,37,3,1,19,6,6,24,1,3,2,2,1,1,2,1,0,0,0,0,0,0,0.45600465,0.41874143,0.45600465,0.4425849,0.45600465,0.452102,37350,3428,0.0,0.01,0.09,0.29,0.34,0.22,0.05,1
211,211,1,2,14,3,10,3,10,3,4.0,3,3,2,0,10,8,4,13,0,3,1,2,1,2,2,1,0,0,0,0,0,0,0.457962,0.46106812,0.46106812,0.44767544,0.45873946,0.45464256,38841,3395,0.03,0.17,0.31,0.29,0.15,0.04,0.0,1
212,212,7,3,1,2,6,3,6,3,2.0,2,9,3,18,11,4,0,17,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.42318174,0.44308132,0.45578602,0.4385583,0.44308132,0.44744855,36223,3190,0.0,0.02,0.16,0.39,0.29,0.12,0.02,1
213,213,8,3,9,3,17,3,26,4,12.0,3,13,3,20,12,5,8,19,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,35516,3187,0.0,0.03,0.24,0.38,0.25,0.09,0.01,1
214,214,5,3,11,3,4,3,13,3,3.0,3,28,3,15,0,19,19,24,1,7,2,1,1,2,2,2,0,0,0,0,0,0,0.44357038,0.4631398,0.42126483,0.4512561,0.4631398,0.4588719,36223,3019,0.0,0.02,0.16,0.39,0.29,0.12,0.01,1
215,215,17,3,33,3,9,3,10,3,13.0,3,3,3,2,10,8,13,6,0,14,1,1,0,1,1,1,0,0,0,0,0,0,0.43679145,0.40151352,0.4470187,0.39437926,0.4331106,0.42732465,37654,3312,0.0,0.04,0.2,0.34,0.27,0.13,0.02,1
216,216,8,3,14,3,10,3,10,3,4.0,3,4,3,6,10,4,0,13,0,3,2,2,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4644867,0.45464256,37301,3243,0.0,0.06,0.23,0.37,0.24,0.08,0.01,1
217,217,1,2,14,3,10,3,10,3,4.0,3,12,3,11,0,1,4,11,1,7,0,2,1,2,2,0,0,0,0,0,0,0,0.47106656,0.4776515,0.4776515,0.46352544,0.4968975,0.475472,34198,3076,0.0,0.04,0.18,0.32,0.29,0.15,0.02,1
218,218,36,3,37,4,30,3,30,3,36.0,3,13,3,7,19,13,10,24,0,7,1,2,0,1,2,1,0,0,0,0,0,0,0.49396214,0.4637462,0.49396214,0.4796848,0.49396214,0.48493454,35276,3185,0.0,0.01,0.11,0.33,0.25,0.22,0.07,1
219,219,15,3,5,3,6,3,6,3,8.0,3,5,3,10,6,0,10,8,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.46524328,0.46141765,0.44614053,0.5011362,0.45322502,31652,2968,0.0,0.02,0.17,0.33,0.28,0.16,0.04,4
220,220,19,4,20,3,21,4,21,4,26.0,3,24,3,15,13,10,4,17,0,7,2,0,1,1,1,1,0,0,0,0,0,0,0.4344419,0.46805245,0.4344419,0.42814162,0.4631398,0.4588719,35376,3180,0.0,0.04,0.17,0.3,0.27,0.17,0.05,1
221,221,8,3,19,3,1,2,1,2,9.0,3,1,2,6,16,20,4,11,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0.47458097,0.46805245,0.4631398,0.4512561,0.43652797,0.4588719,35105,3087,0.0,0.03,0.19,0.39,0.29,0.09,0.01,1
222,222,19,3,8,3,1,2,1,2,9.0,3,2,2,19,21,8,2,4,0,10,1,1,0,1,2,1,0,0,0,0,0,0,0.4284285,0.4486882,0.44853586,0.43796134,0.4486882,0.44148162,35815,3173,0.01,0.06,0.28,0.38,0.21,0.06,0.01,1
223,223,7,3,1,2,3,3,1,2,7.0,3,4,3,19,21,0,13,6,0,13,1,1,1,1,1,1,0,0,0,0,0,0,0.46313983,0.46313983,0.45884025,0.4512561,0.46313983,0.4628292,34938,3172,0.0,0.03,0.22,0.43,0.25,0.07,0.01,1
224,224,7,3,5,3,13,3,13,3,7.0,3,16,3,18,6,17,20,6,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.43123585,0.43123585,0.43699747,0.4226956,0.43123585,0.42904088,33965,2987,0.0,0.04,0.23,0.36,0.26,0.1,0.01,1
225,225,3,3,3,3,1,2,1,2,6.0,3,3,3,19,16,4,0,19,1,7,1,1,1,1,2,1,0,0,0,0,0,0,0.4310259,0.4310259,0.45832375,0.44454852,0.46230108,0.4719342,38245,3249,0.01,0.22,0.32,0.26,0.14,0.05,0.01,1
226,226,1,2,4,3,3,3,4,3,1.0,2,10,3,22,0,18,19,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.42230874,0.4176041,0.4176041,0.40703744,0.42230874,0.40700343,35617,3186,0.01,0.07,0.19,0.27,0.24,0.17,0.05,1
227,227,7,3,1,2,8,3,8,3,13.0,3,20,3,12,4,17,8,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.49912795,0.49321997,0.490101,0.47736707,0.490101,0.4919758,35888,3123,0.0,0.07,0.33,0.37,0.17,0.05,0.0,1
228,228,18,4,31,4,19,4,19,4,26.0,4,12,3,22,13,21,4,13,0,15,2,2,1,2,2,2,0,0,0,0,0,0,0.45660928,0.48232898,0.47619936,0.4596356,0.4894097,0.4808294,33549,2933,0.0,0.02,0.13,0.32,0.32,0.17,0.03,1
229,229,32,3,8,3,17,3,17,3,24.0,3,12,3,13,4,4,3,24,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0.47138453,0.47138453,0.46121335,0.44644225,0.47138453,0.46267718,33700,2927,0.0,0.02,0.21,0.41,0.26,0.09,0.01,1
230,230,17,3,33,3,9,3,10,3,14.0,4,5,3,2,10,14,22,13,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.47928146,0.4458951,0.4954986,0.43386078,0.42945987,0.47091243,36737,3175,0.01,0.08,0.29,0.36,0.2,0.06,0.01,1
231,231,36,3,19,3,9,3,9,3,36.0,3,5,3,8,16,14,13,24,0,7,1,1,1,2,2,1,0,0,0,0,0,0,0.48031148,0.48031148,0.46294025,0.4483766,0.48031148,0.4453896,34716,3046,0.0,0.06,0.29,0.34,0.21,0.08,0.01,1
232,232,19,4,4,3,21,4,21,4,24.0,3,20,3,17,19,3,4,17,1,7,2,1,1,2,1,1,0,0,0,0,0,0,0.4344419,0.4553151,0.4344419,0.42814162,0.4631398,0.4588719,31241,2784,0.0,0.02,0.16,0.33,0.29,0.16,0.04,4
233,233,5,3,16,4,9,3,9,3,6.0,3,10,3,6,0,20,25,4,0,7,1,2,0,1,1,1,0,0,0,0,0,0,0.471031,0.47378573,0.46621624,0.45149443,0.4631398,0.4596588,30214,2866,0.0,0.02,0.11,0.24,0.31,0.25,0.08,4
234,234,16,3,29,3,3,3,5,3,24.0,3,4,3,2,6,8,4,5,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0.44871837,0.47195423,0.47196957,0.45489866,0.47843242,0.4622378,34281,3072,0.01,0.06,0.32,0.38,0.18,0.05,0.0,1
235,235,2,2,4,2,11,3,14,3,7.0,3,12,3,14,12,18,4,19,0,15,1,1,0,2,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.46071857,0.44774792,0.4588719,33660,3009,0.0,0.04,0.29,0.4,0.21,0.06,0.01,1
236,236,37,4,19,3,7,3,7,3,29.0,4,11,4,15,16,8,25,4,0,7,1,0,0,1,2,0,0,0,0,0,0,0,0.5468125,0.5397001,0.5397001,0.52547026,0.5468125,0.5547546,35343,3166,0.0,0.05,0.12,0.2,0.32,0.26,0.05,1
237,237,36,3,36,3,30,3,30,3,36.0,3,13,3,5,19,13,6,8,0,8,2,2,1,2,2,2,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4512561,0.4631398,0.4588719,31903,2928,0.0,0.02,0.18,0.41,0.28,0.09,0.01,4
238,238,15,3,7,3,1,2,1,2,7.0,2,1,2,2,6,0,17,12,0,16,1,1,0,1,1,1,0,0,0,0,0,0,0.50867325,0.50867325,0.5011362,0.48506632,0.5011362,0.4914963,35724,3149,0.01,0.12,0.32,0.34,0.16,0.05,0.01,1
239,239,1,2,33,3,30,3,30,3,7.0,3,36,3,6,19,11,11,24,1,10,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4512561,0.43203363,0.4588719,31191,2877,0.0,0.01,0.09,0.27,0.31,0.25,0.07,4
240,240,2,2,9,3,8,3,7,2,13.0,3,5,3,8,12,19,4,17,0,3,1,1,0,1,1,1,0,0,1,0,0,1,0.45631322,0.4552808,0.4494606,0.44541085,0.4494606,0.442179,32018,2889,0.0,0.06,0.25,0.36,0.23,0.08,0.01,4
241,241,38,4,33,3,30,3,30,3,38.0,4,38,4,22,6,14,14,15,1,7,2,1,0,1,2,2,0,0,0,0,0,0,0.44019875,0.41564763,0.44849288,0.43510118,0.44019875,0.46223843,32733,2970,0.0,0.01,0.16,0.47,0.29,0.07,0.01,4
242,242,3,3,8,3,16,4,5,3,9.0,3,3,3,19,0,20,13,19,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43675643,0.4631398,0.4777577,0.4631398,0.4588719,32734,3022,0.0,0.04,0.19,0.27,0.21,0.16,0.13,4
243,243,7,3,4,3,16,3,16,3,8.0,2,20,3,11,4,4,17,24,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0.43451774,0.4043272,0.4043272,0.39821717,0.43652797,0.4281626,30992,2873,0.0,0.03,0.17,0.37,0.28,0.12,0.02,4
244,244,3,2,2,2,1,2,2,2,2.0,2,1,2,2,10,0,18,18,1,7,1,1,1,1,2,1,0,0,0,0,0,0,0.45405674,0.45405674,0.45405674,0.44307682,0.45405674,0.44709277,31962,3001,0.0,0.04,0.21,0.32,0.22,0.13,0.07,4
245,245,18,3,8,3,5,2,4,2,10.0,3,21,3,19,6,4,12,4,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.50764316,0.52700466,0.51599354,0.49920446,0.52700466,0.5163966,32172,2909,0.0,0.08,0.29,0.4,0.18,0.04,0.0,4
246,246,3,3,10,3,8,3,23,3,1.0,2,36,3,11,13,5,19,24,0,13,1,1,0,1,1,1,0,0,0,0,0,0,0.4870477,0.4870477,0.4870477,0.47320262,0.48090532,0.4780285,29237,2777,0.0,0.04,0.19,0.34,0.27,0.13,0.03,4
247,247,7,3,11,3,16,4,5,3,9.0,3,29,4,19,7,1,8,0,1,3,1,1,1,2,2,2,0,0,0,0,0,0,0.4631398,0.4631398,0.49898824,0.4777577,0.4631398,0.4588719,27887,2675,0.0,0.01,0.14,0.4,0.3,0.12,0.02,4
248,248,32,3,32,4,18,3,18,3,24.0,3,20,3,1,13,14,25,4,1,7,1,1,0,1,1,0,0,0,0,0,0,0,0.4631398,0.46003148,0.4631398,0.4512561,0.4631398,0.4588719,29147,2883,0.0,0.01,0.07,0.27,0.38,0.23,0.04,4
249,249,12,3,24,3,18,3,18,3,5.0,3,29,4,0,10,15,7,0,1,7,2,1,1,2,2,2,0,0,0,0,0,0,0.47561687,0.47561687,0.47561687,0.46256545,0.47561687,0.5029861,29497,2706,0.0,0.03,0.19,0.4,0.28,0.09,0.01,4
250,250,18,3,8,3,6,3,5,3,11.0,4,22,4,19,6,24,12,4,0,13,2,1,1,2,2,2,0,0,0,0,0,0,0.44478652,0.4631398,0.51599354,0.49920446,0.52700466,0.5163966,32142,2938,0.01,0.05,0.24,0.41,0.23,0.05,0.0,4
251,251,8,3,9,3,17,3,24,3,12.0,3,37,3,3,13,20,1,19,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.45036384,0.45036384,0.45036384,0.43635345,0.45036384,0.44431078,33344,3011,0.01,0.12,0.32,0.34,0.16,0.04,0.0,1
252,252,6,4,9,3,6,3,6,3,10.0,3,10,3,15,0,17,4,17,1,7,0,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4834316,0.4834316,0.46538872,0.4631398,0.47555786,37309,4130,0.0,0.0,0.04,0.11,0.15,0.22,0.48,1
253,253,18,3,8,3,1,2,1,2,3.0,2,3,3,2,6,20,19,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.44478652,0.4631398,0.4631398,0.4512561,0.4631398,0.42859405,33418,3073,0.0,0.11,0.37,0.36,0.12,0.03,0.0,1
254,254,6,3,6,3,4,3,3,3,7.0,3,7,3,18,18,8,2,10,0,3,1,1,0,1,2,1,0,0,0,0,0,0,0.44613695,0.44613695,0.44613695,0.43324074,0.44613695,0.4403032,33102,3038,0.01,0.09,0.36,0.35,0.14,0.04,0.0,4
255,255,19,3,8,2,1,2,1,2,8.0,2,1,2,19,16,8,2,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.44478646,0.46313983,0.46313983,0.4512561,0.46313983,0.4588719,35050,3430,0.0,0.05,0.24,0.25,0.18,0.17,0.11,1
256,256,8,3,14,3,9,3,9,3,1.0,2,10,3,0,10,8,10,4,0,10,2,2,0,1,1,1,0,0,0,0,0,0,0.4656557,0.4656557,0.46534646,0.450554,0.46072397,0.45833033,31277,2843,0.0,0.06,0.2,0.33,0.27,0.12,0.02,4
257,257,13,3,1,2,1,2,1,2,10.0,3,1,2,17,4,2,0,15,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.45216036,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,31976,2900,0.0,0.05,0.3,0.35,0.21,0.08,0.01,4
258,258,1,2,1,2,15,3,13,3,1.0,2,2,2,18,0,8,13,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,34455,3119,0.01,0.14,0.35,0.29,0.15,0.05,0.01,1
259,259,17,3,19,3,13,3,13,3,12.0,3,16,3,6,10,14,17,24,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.49301034,0.49301034,0.49301034,0.47623932,0.48621088,0.48477274,31509,2893,0.0,0.06,0.3,0.39,0.19,0.05,0.0,4
260,260,4,3,1,2,1,2,1,2,1.0,2,4,3,6,16,0,19,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,32777,3077,0.01,0.14,0.29,0.28,0.16,0.08,0.03,4
261,261,5,3,8,3,14,3,13,3,9.0,3,27,3,0,3,12,8,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.42441785,0.401172,0.42441785,0.4145249,0.42441785,0.4197548,28994,2677,0.0,0.1,0.25,0.34,0.22,0.08,0.01,4
262,262,3,2,1,2,9,3,9,3,3.0,2,7,3,1,16,8,18,10,0,3,1,1,1,2,1,1,0,0,0,0,0,0,0.4890071,0.4890071,0.47574526,0.46256056,0.4890071,0.46450397,31706,2884,0.0,0.05,0.23,0.38,0.24,0.07,0.01,4
263,263,7,3,10,3,32,4,32,4,7.0,3,38,4,18,13,6,6,24,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0.42488566,0.43322748,0.43184394,0.42159218,0.42488566,0.42704356,30985,2888,0.0,0.02,0.18,0.38,0.28,0.11,0.02,4
264,264,4,3,5,3,13,3,13,3,4.0,3,16,3,20,17,20,17,15,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0.46906438,0.44578746,0.44989073,0.43762642,0.46906438,0.44728118,31355,3007,0.0,0.03,0.21,0.38,0.26,0.09,0.01,4
265,265,5,3,3,2,4,3,3,3,5.0,3,4,3,18,2,0,11,3,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.46141765,0.4631398,0.46524328,0.44307682,0.46141765,0.45520332,30477,2829,0.0,0.04,0.23,0.36,0.24,0.11,0.02,4
266,266,6,2,4,2,2,2,4,3,6.0,2,1,2,18,2,14,17,13,0,8,1,1,0,1,1,1,0,0,0,0,0,0,0.4576751,0.4576751,0.4576751,0.43258044,0.4576751,0.45151198,31223,2859,0.0,0.08,0.31,0.35,0.2,0.06,0.01,4
267,267,8,3,4,3,7,3,7,3,1.0,2,9,3,11,4,0,21,4,1,16,2,1,0,1,1,1,0,0,0,0,0,0,0.42245138,0.43764326,0.42245138,0.41314688,0.4245524,0.41856894,28202,2696,0.0,0.04,0.16,0.34,0.31,0.12,0.01,4
268,268,20,4,8,3,6,3,5,3,9.0,3,3,3,19,21,8,13,4,0,3,2,1,0,1,1,1,0,0,0,0,0,0,0.42842847,0.4631398,0.51599354,0.49920446,0.4631398,0.48527274,30088,2775,0.0,0.06,0.28,0.4,0.2,0.05,0.01,4
269,269,6,3,6,3,17,3,26,4,7.0,3,6,3,18,18,8,13,6,0,14,1,1,1,1,2,2,0,0,0,0,0,0,0.4651082,0.4651082,0.4651082,0.45040652,0.4651082,0.4461537,32288,2969,0.01,0.1,0.3,0.33,0.18,0.08,0.02,4
270,270,40,4,33,3,30,3,30,3,40.0,4,36,3,1,13,20,6,7,0,2,1,1,1,1,2,1,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4512561,0.4631398,0.4588719,32014,3060,0.0,0.03,0.17,0.35,0.28,0.13,0.03,4
271,271,1,2,1,2,16,3,16,3,1.0,2,13,3,12,0,17,18,7,0,3,1,1,0,1,2,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,30935,2885,0.0,0.09,0.3,0.35,0.19,0.06,0.01,4
272,272,1,2,6,3,8,3,23,3,1.0,2,36,3,18,10,14,19,7,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,32522,2987,0.01,0.1,0.38,0.34,0.13,0.03,0.0,4
273,273,17,3,28,4,19,3,19,3,24.0,3,6,3,3,0,13,3,24,1,3,1,1,1,2,1,1,0,1,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,29026,2840,0.0,0.02,0.11,0.23,0.29,0.24,0.11,4
274,274,36,3,21,4,13,3,13,3,36.0,3,16,3,21,7,6,14,17,0,7,2,1,0,1,2,1,0,0,0,0,0,0,0.4631398,0.5165299,0.4631398,0.4512561,0.4631398,0.4588719,26905,2642,0.0,0.02,0.15,0.35,0.31,0.14,0.02,4
275,275,40,4,33,3,31,3,31,3,40.0,4,37,3,7,13,22,3,24,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4512561,0.4631398,0.4588719,28408,2668,0.0,0.02,0.13,0.32,0.32,0.17,0.04,4
276,276,33,3,30,3,17,3,17,3,24.0,3,12,3,4,12,9,14,24,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0.5058603,0.5008538,0.49148253,0.47584453,0.5058603,0.4950929,26878,2654,0.0,0.03,0.12,0.29,0.33,0.2,0.03,4
277,277,1,2,28,4,18,3,18,3,12.0,3,29,4,21,0,11,8,3,0,3,1,1,1,2,2,2,0,0,0,0,0,0,0.43961436,0.44467777,0.4418406,0.42692262,0.4418406,0.43595317,28575,2752,0.0,0.04,0.28,0.38,0.21,0.08,0.01,4
278,278,36,3,33,3,6,3,10,3,36.0,3,2,2,8,13,13,8,2,1,3,2,1,1,1,2,1,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4221148,0.4631398,0.4588719,29151,2947,0.0,0.02,0.13,0.25,0.28,0.21,0.11,4
279,279,8,3,14,3,10,3,10,3,3.0,2,13,3,4,15,20,0,11,0,3,2,2,0,1,1,1,0,0,0,0,0,0,0.48964733,0.48964733,0.48964733,0.4757919,0.4851962,0.49090806,27197,2677,0.0,0.05,0.23,0.35,0.25,0.11,0.02,4
280,280,17,3,19,3,13,3,13,3,11.0,2,16,3,5,10,14,14,17,1,7,1,1,0,1,1,1,0,0,0,0,0,0,0.46149802,0.46149802,0.46149802,0.45078027,0.4611317,0.45635924,28906,2752,0.0,0.03,0.23,0.44,0.24,0.06,0.0,4
281,281,4,2,11,3,1,2,2,2,9.0,3,5,3,2,0,19,2,7,1,7,1,1,0,1,1,2,0,0,0,0,0,0,0.44357038,0.44224784,0.44357038,0.43277603,0.44224784,0.43459803,30403,3123,0.0,0.07,0.18,0.2,0.15,0.16,0.23,4
282,282,9,4,4,3,7,3,7,3,7.0,4,9,3,18,14,0,3,4,0,13,1,1,0,1,1,1,0,0,0,0,0,0,0.39909533,0.4472436,0.46265477,0.4489942,0.39909533,0.45758066,30459,2854,0.01,0.08,0.29,0.36,0.19,0.06,0.01,4
283,283,4,3,4,3,11,3,13,3,2.0,2,14,4,18,18,4,8,13,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0.47662312,0.47662312,0.47662312,0.47298375,0.47336397,0.4688456,31269,2965,0.01,0.12,0.34,0.32,0.16,0.05,0.01,4
284,284,4,3,3,3,12,3,14,3,6.0,3,18,3,4,22,8,18,19,0,3,1,1,1,2,1,1,0,0,0,0,0,0,0.4374496,0.4374496,0.4591222,0.4506257,0.4374496,0.45376554,28612,2805,0.0,0.05,0.24,0.38,0.23,0.08,0.01,4
285,285,36,3,19,3,13,3,13,3,36.0,3,16,3,16,19,8,17,10,0,7,1,1,0,1,2,1,0,0,0,0,0,0,0.4631398,0.4631398,0.4631398,0.4512561,0.4631398,0.4588719,28322,2794,0.0,0.03,0.23,0.39,0.24,0.09,0.02,4
286,286,32,3,7,2,17,3,17,3,24.0,3,12,3,3,4,13,8,12,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.46313983,0.46313983,0.45114434,0.43747598,0.46313983,0.4588719,28741,2769,0.0,0.05,0.29,0.4,0.2,0.05,0.0,4
287,287,32,3,19,3,7,3,7,3,24.0,3,9,3,6,16,14,21,4,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.46313983,0.4680525,0.4680525,0.4532785,0.46313983,0.47328103,28637,2794,0.0,0.04,0.18,0.3,0.28,0.17,0.03,4
288,288,1,2,5,3,17,3,17,3,3.0,3,18,3,18,14,8,4,11,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.49520612,0.45114434,0.43747595,0.4387439,0.4588719,29084,2810,0.0,0.07,0.32,0.36,0.19,0.06,0.01,4
289,289,36,3,37,4,32,4,32,4,36.0,3,38,4,12,19,12,12,24,2,7,2,2,1,2,2,2,0,0,0,0,0,0,0.49910185,0.46994323,0.49064943,0.47597662,0.49910185,0.48515102,29279,3021,0.0,0.01,0.04,0.14,0.27,0.37,0.18,4
290,290,1,2,7,2,14,3,13,3,5.0,3,27,3,5,0,20,11,19,0,7,1,1,0,1,1,1,0,0,0,0,0,0,0.43675643,0.43675643,0.43421146,0.4236698,0.45199051,0.43298662,28947,2768,0.0,0.07,0.27,0.35,0.22,0.08,0.01,4
291,291,39,3,33,3,30,3,30,3,39.0,3,36,3,5,13,6,6,24,1,13,1,1,0,1,1,1,0,0,0,0,0,0,0.4631398,0.43203363,0.4631398,0.4512561,0.4631398,0.4588719,28953,2817,0.0,0.02,0.13,0.35,0.32,0.15,0.03,4
